post_id,content_type,video_duration_sec,caption_length,post_day_of_week,post_hour,post_day,post_month,post_year,follower_count,hashtag_count,is_verified,is_paid_partnership,hashtags,like_count,comment_count,view_count,play_count,engagement_rate,dataset,hashtag_type_mix,time_block,is_weekend
3626020105198793663,reel,29.3,208,Monday,20,5,5,2025,80091,10,False,False,"['podcast', 'comedypodcast', 'fashion', 'disneychannel', 'hannahmontana', 'lizziemcguire', 'clueless', 'y2k', 'y2kfashion', 'y2kfashioninspo']",4308,33,15898,211773,0.054200169804724564,DS3,niche_only,evening,False
3626438089901694376,reel,12.166,0,Tuesday,9,6,5,2025,80091,0,False,False,[],9,1,2,5017,0.000124856415122609,DS3,none,morning,False
3795694919684853299_1585265271,reel,59.9,677,Thursday,22,25,12,2025,145862,5,True,False,"['meowycatmas', 'happyholidays', 'catpajamas', 'cats', 'adventcalendar']",668,21,2174,8566,0.004723610511233143,DS3,niche_only,evening,False
3611298477573168062_8889631445,reel,8.04,647,Tuesday,12,15,4,2025,604680,0,False,False,[],70,0,0,2204,0.0001157635182848477,DS3,none,afternoon,False
3756117153616100213_1954838704,reel,51.801,17,Saturday,8,1,11,2025,181725,0,False,False,[],784,12,13642,31723,0.004380220771931369,DS3,none,morning,True
3630232241952964209_5436386970,reel,29.633,313,Sunday,15,11,5,2025,20072,0,False,False,[],68,3,119,3293,0.0035370896228765006,DS3,none,afternoon,True
3601128684713187716_4112166386,reel,161.8,291,Tuesday,12,1,4,2025,743530,15,True,False,"['youth', 'leadership', 'training', 'program', 'instagood', 'king', 'explore', 'reels', 'trendingreels', 'insta', 'explorepage', 'video', 'instalike', 'maharashtra', 'artofliving']",21545,554,72982,228287,0.02972169284132067,DS3,mixed,afternoon,False
2562003802673145516,reel,352.702,0,Wednesday,18,28,4,2021,80091,0,False,False,[],12,1,233,11393,0.0001623133396593917,DS3,none,evening,False
3625065956151436123_59185945226,reel,7.9,1182,Sunday,12,4,5,2025,970,8,False,False,"['hergala2025', 'empowermentinstyle', 'heal', 'brockton', 'womenempowerment', 'empowerher', 'evolve', 'brocktonevents']",3,2,41,669,0.005149330587023687,DS3,niche_only,afternoon,True
3523339517375144780_5639019595,reel,96.423,92,Sunday,3,15,12,2024,826,7,False,False,"['sodevadirajamatha', 'sodematha', 'uttarkarnataka', 'karnataka', 'narayanpetsarees', 'telangana', 'utsav']",1643,13,6526,16638,2.0024183796856105,DS3,niche_only,night,True
3635908052856684321_12345370282,reel,64.766,334,Monday,11,19,5,2025,49902,18,False,False,"['animaislindos', 'dogslindos', 'cachorrosdobrasil', 'cachorros', 'dogsfofos', 'dogslife', 'dogs', 'pets', 'cachorrofofo', 'animaisengracadoss', 'gatoslindos', 'gatosfofos', 'cachorroétudodebom', 'life', 'summer', 'positivevibes', 'lovedogs', 'amor']",703,5,993,9880,0.014187523796164558,DS3,niche_only,morning,False
3574950268568323046,reel,142.6,122,Monday,8,24,2,2025,80091,0,False,False,[],735,4,5764,22245,0.009226889077560805,DS3,none,morning,False
3621375398847341361,reel,124.72,403,Tuesday,10,29,4,2025,80091,17,False,False,"['al5leagust', 'protv', 'umami', 'happeningmedia', 'life', 'reels', 'cooking', 'zahar', 'indulcitori', 'alimentatiesanatoasa', 'bucatarescu', 'alegerisanatoase', 'nutritie', 'sweetchoices', 'mancareconstienta', 'viatasanatoasa', 'dulciurisanatoase']",34,2,277,1069,0.0004494830944413924,DS3,mixed,morning,False
3620988717893355316,reel,55.7,413,Monday,21,28,4,2025,80091,0,True,False,[],1647,4,572,562874,0.020613794136742747,DS3,none,evening,False
3474776311027630278,reel,36.137,534,Wednesday,3,9,10,2024,80091,21,False,False,"['merebankeybihari', 'bankebihari', 'vrindavan', 'krishna', 'bankeybihari', 'radhakrishna', 'radha', 'lordkrishna', 'laddugopal', 'sawariyagoswami', 'radhey', 'bankebiharitemple', 'nidhivantemple', 'instagram', 'rammandir', 'nitinsawariyagoswami', 'radharani', 'राधाकृष्ण', 'barsanadham', 'sawariyautsav', 'jaimatadi', 'navratri']",25958,1823,46729,150293,0.3468636068521201,DS3,mixed,night,False
3347851652554568991_20410172,reel,55.513,198,Wednesday,0,17,4,2024,7053111,2,True,False,"['spfcplay', 'vamossãopaulo']",31130,568,115090,828643,0.004494186396019232,DS3,niche_only,night,False
3601000431666437419,reel,37.033,120,Tuesday,7,1,4,2025,80091,0,False,False,[],45,4,5678,14465,0.0006117964341007841,DS3,none,morning,False
3614998792127471871,reel,45.34,117,Sunday,15,20,4,2025,80091,4,False,False,"['huntingpodcast', 'workingclassbowhunter', 'turkeyseason', 'huntworth']",193,3,1340,4539,0.0024471857364031365,DS3,niche_only,afternoon,True
3572709272290792426_4663216502,reel,30.433,0,Friday,6,21,2,2025,33931,0,False,False,[],32,1,0,4393,0.0009725333018979135,DS3,none,morning,False
3591360878607672126,reel,21.903,2,Wednesday,0,19,3,2025,80091,0,False,False,[],89421,220,246188,1045792,1.1192253908005794,DS3,none,night,False
3596783932973182033,reel,15.046,64,Wednesday,11,26,3,2025,80091,3,True,False,"['kunallancer', 'bhojpuri', 'trend']",12243,127,65266,196801,0.15444738550666734,DS3,mixed,morning,False
3781395872751893379_3231791545,reel,22.016,366,Saturday,5,6,12,2025,68914,0,False,False,[],162,0,768,4199,0.0023507219037945293,DS3,none,night,True
3610069218531926408,reel,5.866,44,Sunday,19,13,4,2025,80091,0,False,False,[],,0,359,2149,,DS3,none,evening,True
3431686638592788459,reel,104.319,0,Saturday,16,10,8,2024,80091,0,False,False,[],12,0,137,464,0.0001498276981471308,DS3,none,afternoon,True
3540246970213669367_2116932867,reel,17.133,131,Tuesday,11,7,1,2025,3641313,0,True,False,[],80768,280,0,641660,0.022257899208911948,DS3,none,morning,False
3545383116098917481,reel,15.2,16,Tuesday,13,14,1,2025,80091,0,True,False,[],1805,28,13326,36425,0.02288618089197423,DS3,none,afternoon,False
3465695573184245230_212906129,reel,279.633,37,Thursday,15,26,9,2024,419972,0,True,False,['ลุงหมีซีฟู๊ดxก็ยำอะค่ะ'],6026,14,36984,150440,0.014381876930183607,DS3,niche_only,afternoon,False
3447556001971686627_280606288,reel,54.166,245,Sunday,14,1,9,2024,4075,5,False,False,"['mamielngopi', 'ngopidibali', 'coffeeshopbali', 'bakedbali', 'mamielkebali']",30,0,252,823,0.007360157016683023,DS3,niche_only,afternoon,True
3543037920527258670_1332122351,reel,156.0,677,Saturday,8,11,1,2025,1635525,3,True,False,"['pani', 'panionsonyliv', 'sonyliv']",56,9,780,5650,3.974256600017364e-05,DS3,niche_only,morning,True
3619270619161615129,reel,50.466,89,Saturday,12,26,4,2025,80091,5,False,False,"['mavatr_sadhi_ram', 'ma_chamunda🙏', 'instagram', 'instagood', 'reelsinstagram']",964,21,989,4457,0.012298356889576987,DS3,mixed,afternoon,True
3523319818960554326_1952183878,reel,51.639,773,Sunday,3,15,12,2024,23664,8,False,False,"['daaitv', 'inspirasi', 'reels', 'ibu', 'anakberbakti', 'perjuanganhidup', 'keluarga', 'pasangan']",25890,450,0,1277023,1.1130361293048807,DS3,mixed,night,True
3623724344371679216,reel,37.5,1126,Friday,16,2,5,2025,80091,11,False,False,"['cursosolidworks', 'diseñodigital', 'modelado3d', 'prototiposdigitales', 'solidworks2024', 'ingenieríamecánica', 'diseñomecánico', 'solidworksparaindustria', 'simulaciones', 'diseñoconsolidworks', 'ingenieríadeprototipos']",0,0,29,194,0.0,DS3,niche_only,afternoon,False
3604602801624675813,reel,254.22,246,Sunday,6,6,4,2025,80091,12,False,False,"['bjpfoundationday', 'भाजपा_स्थापना_दिवस', 'bjp4viksitbharat', 'narendramodi', 'atalbiharivajpayeeji', 'chhatisgarh', 'naxalites', 'securityforces', 'chhatisgarh', 'crpf', 'athens', 'firstolympicgames', 'divyahimachal']",21,0,353,2586,0.0002621984717574789,DS3,niche_only,morning,True
3799788090819773908_16292008,reel,89.866,0,Wednesday,14,31,12,2025,12240,0,True,False,[],228,0,1660,3791,0.0186259292541459,DS3,none,afternoon,False
3529309114320628747_42418067553,reel,23.3,235,Monday,9,23,12,2024,826,4,False,False,"['lehenga', 'lehengadesigns', 'lehengalove', 'lehengacholi']",182,2,4539,27676,0.22249093107617895,DS3,niche_only,morning,False
3523249951542956495,reel,179.334,18,Sunday,0,15,12,2024,80091,0,True,False,[],90,8,680,2375,0.0012235928682015683,DS3,none,night,True
3622485604366283686_331491775,reel,40.1,380,Wednesday,23,30,4,2025,9402,0,False,False,[],93,8,392,2679,0.010741252791662236,DS3,none,evening,False
3523585596906560604_6028432959,reel,15.3,188,Sunday,12,15,12,2024,105613,18,False,False,"['fyp', 'foryou', 'viral', 'drama', 'capcut', 'ajvmobiletech', 'malaysia', 'ansuran', 'iphone', 'android', 'iphonehacks', 'casing', 'lawak', 'customer', 'iphonemurah', 'paylater', 'singapore', 'terengganu']",70,2,1685,9297,0.0006817278012384722,DS3,mixed,afternoon,True
3578363514882103806_38093570582,reel,25.2,30,Saturday,1,1,3,2025,249211,0,True,False,[],1731,4,18785,49214,0.006961944047638156,DS3,none,night,True
3629290966248379075_4479610009,reel,6.7,213,Saturday,8,10,5,2025,8453,0,False,False,[],3,0,1,509,0.00035486160397445,DS3,none,morning,True
3780831142820500574_5481828204,reel,235.705,44,Friday,11,5,12,2025,256229,0,True,False,[],575,9,6846,15945,0.002279202279202279,DS3,none,morning,False
3685179349226409266_67763073034,reel,69.2,76,Saturday,11,26,7,2025,14681,3,True,False,"['后起之秀', 'podcast', 'business', 'inspire']",159,4,2036,7232,0.011102029696226673,DS3,niche_only,morning,True
3587256725973640203_49547100249,reel,17.366,251,Thursday,8,13,3,2025,195860,0,True,False,[],482,1,14406,51580,0.0024660345857521406,DS3,none,morning,False
3412557939606200176,reel,39.6,174,Monday,7,15,7,2024,80091,1,True,False,"['ซุปตาร์พาตะลุย', 'amarintv34', 'บันเทิงtiktok', 'ตงตงสาลี่', 'นิกกี้เปียโน']",406,3,5549,15769,0.005106627378514708,DS3,niche_only,morning,False
3430015958293607261_2932603993,reel,15.766,317,Thursday,9,8,8,2024,159040,0,True,False,[],3,27,5805,26878,0.00018863060468684177,DS3,none,morning,False
3577752827382778897,reel,26.7,17,Friday,5,28,2,2025,80091,2,False,False,"['viral', 'insta']",1084,1,279,18133,0.013546921040803076,DS3,mixed,night,False
3417941750629390225_5542926005,reel,19.92,562,Monday,17,22,7,2024,123338,4,False,False,"['nossonovista', 'alessandramontagne', 'gastronomiabrasileira', 'museudolouvre']",45,0,0,7107,0.0003648481015737115,DS3,niche_only,afternoon,False
3429370281735541930_5753056821,reel,10.479,43,Wednesday,12,7,8,2024,4973824,2,True,False,"['xiaomi14ultra', 'lenstolegend']",211289,36,343555,1422057,0.04248742165235005,DS3,niche_only,afternoon,False
3410433719201485389_1976843758,reel,83.896,461,Friday,9,12,7,2024,1357667,1,True,False,['energizingyou'],829,226,9875,43193,0.0007770677367368164,DS3,niche_only,morning,False
3701725973122498222_48817290216,reel,25.966,561,Monday,7,18,8,2025,9705,3,False,False,"['ringhaul', 'jewelrylover', 'accessorygoals']",11,8,57,149,0.0019575520296723674,DS3,niche_only,morning,False
3623285273530752271_36495600848,reel,13.766,218,Friday,1,2,5,2025,208231,4,True,False,"['fivebelow', 'fivebelowfinds', 'fivebelowhaul', 'handsanitizerspray']",3,25,0,75243,0.0001344654039724922,DS3,niche_only,night,False
3599298245702453519,reel,136.1,41,Saturday,23,29,3,2025,80091,0,False,False,[],402,17,6277,13211,0.005231483793637317,DS3,none,evening,True
3438162356447410068_5102201428,reel,12.133,0,Monday,15,19,8,2024,292013,0,False,False,[],18952,83,165113,460668,0.06518523084509646,DS3,none,afternoon,False
3601857467018508276,reel,5.0,130,Wednesday,11,2,4,2025,80091,0,False,False,[],49,0,1430,7416,0.0006117964341007841,DS3,none,morning,False
3598388030327934715_1444051572,reel,21.0,347,Friday,17,28,3,2025,143930,6,False,False,"['furniture', 'classicfurniture', 'luxuryfurniture', 'mobilya', 'klasikmobilya', 'handmade']",794,4,0,60353,0.005544323321591596,DS3,niche_only,afternoon,False
3591960973543726467,reel,51.0,5,Wednesday,20,19,3,2025,80091,0,False,False,[],203,2,297,1954,0.0025595565100134843,DS3,none,evening,False
3798010246687048839_459078992,reel,15.811,93,Monday,3,29,12,2025,62421,5,True,False,"['winterkashmir', 'snowfall', 'kashmirdiaries', 'reeltoreel', 'maliqabid']",655,49,0,12880,0.011278075037646983,DS3,niche_only,night,False
3563977616178705987_1416113833,reel,7.36,34,Sunday,5,9,2,2025,76986,0,False,False,[],3,6,1362,5244,0.00011690285372855157,DS3,none,night,True
3639111994722405161,reel,38.4,413,Friday,21,23,5,2025,80091,0,False,False,[],202,10,1571,17531,0.0026469560005993108,DS3,none,evening,False
3453067603998473241,reel,22.0,368,Monday,4,9,9,2024,80091,6,False,False,"['themillionthfoodie', 'pune', 'punefoodie', 'puneblogger', 'egglesscakes', 'cakes']",155,16,1339,4701,0.0021350446985966137,DS3,niche_only,night,False
3509087553142523023,reel,10.433,140,Monday,11,25,11,2024,80091,1,True,False,['triptidimri'],19375,86,524009,1114251,0.24298306947010936,DS3,niche_only,morning,False
3468282191715989242_3568120628,reel,48.9,193,Monday,5,30,9,2024,234143,7,False,False,"['kekcoklat', 'coklat', 'chocolate', 'choclatecake', 'dessert', 'fyp', 'viralfood']",645,7,11973,35165,0.002784611179445128,DS3,mixed,night,False
3456017586901746653_1605250132,reel,15.933,160,Friday,6,13,9,2024,8042,7,False,False,"['reels', 'lembahlohe', 'gunungsulawesi', 'reelsinstagram', 'indonesiaberlibur', 'exploresulsel', 'visitsulsel']",3,15,2201,5427,0.002237970906378217,DS3,mixed,morning,False
3312706108084283286,reel,51.4,571,Wednesday,13,28,2,2024,80091,14,False,False,"['makeuptoturial', 'makeuptransformation', 'makeup', 'makeupblogger', 'makeupartist', 'topazobbsessions', '2021', 'happy2021', 'happynewyear', 'makeupgoals', 'artist', 'missrose', 'missrosepakistan', 'missrosemakeup']",15,2,520,1767,0.00021225590570843529,DS3,niche_only,afternoon,False
3612092909345225270_7191247462,reel,109.733,1495,Wednesday,14,16,4,2025,24535,0,False,False,[],141,26,2665,10443,0.006806325399413107,DS3,none,afternoon,False
3563215626703916874,reel,12.066,46,Saturday,4,8,2,2025,80091,0,False,False,[],998,1,8650,48619,0.01247315587074864,DS3,none,night,True
3571489526252249538,reel,12.166,116,Wednesday,14,19,2,2025,80091,6,False,False,"['nonajewelry', 'aksesoris', 'padang', 'wirerings', 'handmade', 'accesories']",25,0,746,2585,0.0003121410378065225,DS3,niche_only,afternoon,False
3534444534089797250,reel,50.0,145,Monday,11,30,12,2024,80091,12,False,False,"['reps', 'ropeclimb', 'awesome', 'determination', 'muscle', 'power.', 'strong', 'core', 'gym', 'fun', 'healthy', 'fit']",189,7,2668,6540,0.0024471857364031365,DS3,niche_only,morning,False
3791680662349719066_52601854165,reel,5.433,238,Saturday,9,20,12,2025,2486,5,False,False,"['glassbangles', 'bangles', 'selflovejourney❤️', 'ugc', 'fyp']",9,7,111,353,0.006433453960595094,DS3,mixed,morning,True
3527228693273976038,reel,8.36,361,Friday,12,20,12,2024,80091,7,True,False,"['newlaunch', '24seven', 'newfragrance', 'finefragrance', 'everydayfragrance', 'skinn', 'skinnbytitann']",62,0,1173,5468,0.0007741097737601758,DS3,niche_only,afternoon,False
3611199114069247272,reel,180.022,38,Tuesday,9,15,4,2025,80091,0,False,False,[],6,0,78,399,7.49138490735654e-05,DS3,none,morning,False
3757541250602968057_4292543703,reel,37.75,137,Monday,7,3,11,2025,284809,8,False,False,"['virals', 'trending', 'yaari', 'friendship', 'reelitfeelit', 'reelkrofeelkro', 'instagood', 'instagram']",3,32,0,52196,0.00012288894350619711,DS3,mixed,morning,False
3622060921590123180_3102446955,reel,6.666,0,Wednesday,8,30,4,2025,18669,0,False,False,[],5,0,149,1943,0.0002678093197643278,DS3,none,morning,False
3577435171349601360,reel,5.2,228,Thursday,19,27,2,2025,80091,0,True,False,[],,0,3377,56417,,DS3,none,evening,False
3623797868481037032,reel,31.962,36,Friday,18,2,5,2025,80091,0,False,False,[],10,0,131,430,0.000124856415122609,DS3,none,evening,False
3521430103059767274_6735743254,reel,77.666,223,Thursday,12,12,12,2024,764506,10,True,False,"['positivity', 'manifestation', 'positivevibes', 'ronaldo', 'corner', 'mma', 'success', 'trending', 'motivation', 'motivationalquotes']",17776,81,99446,240062,0.023357536294631703,DS3,mixed,afternoon,False
3607143492974968535,reel,1203.874,194,Wednesday,18,9,4,2025,80091,4,False,False,"['santpoldemar', 'lencantdelacarla', 'tiendaderopa', 'bisuteria']",,10,676,2002,,DS3,niche_only,evening,False
3482937924870579734,reel,71.0,10,Sunday,10,20,10,2024,80091,0,False,False,[],48708,8,247501,689172,0.608250511911302,DS3,none,morning,True
3756865346474220428_4320144589,reel,30.208,40,Sunday,9,2,11,2025,2053,0,False,False,[],3,0,0,2672,0.0014605647517039922,DS3,none,morning,True
3567270120616480328_5889066633,reel,39.7,123,Thursday,18,13,2,2025,81112,0,False,False,[],1367,410,0,51336,0.021907708998557568,DS3,none,evening,False
3535928976735119447,reel,21.133,17,Wednesday,12,1,1,2025,80091,0,True,False,[],2903,4,15002,48891,0.03629575987614243,DS3,none,afternoon,False
3609643460732883198_1818570801,reel,31.666,1497,Sunday,5,13,4,2025,593305,18,True,False,"['summervibes', 'beautifulgarden', 'garden', 'outdoorliving', 'stocktankpool', 'gardenideas', 'momentslikethese', 'patio', 'gardeninspo', 'beautyinsimplicity', 'patiogarden', 'apartmenttherapy', 'reelinstagram', 'natureinstagram', 'myhousethismonth', 'pergola', 'patiodesign', 'slowlivingforlife']",5301,145,28640,119414,0.009179074541636188,DS3,niche_only,night,True
3474720614651329896_1959110048,reel,19.533,166,Wednesday,2,9,10,2024,1881137,0,True,False,[],2254,116,33729,117410,0.0012598756710034032,DS3,none,night,False
3586425227855152458_1811703799,reel,56.733,654,Wednesday,4,12,3,2025,223530,6,False,False,"['rekomendodo', 'nongkrong_surabaya', 'nongkrongsurabaya', 'warungbutin', 'nasicampur', 'nasiempaludang']",3,73,24441,61980,0.000339997584227691,DS3,niche_only,night,False
3409679101544367970,reel,89.589,113,Thursday,8,11,7,2024,80091,0,False,False,"['사설', '탄핵', '민주당', '국민의힘', '대통령']",12,2,627,2121,0.0001747989811716526,DS3,niche_only,morning,False
3610447331231253041,reel,9.233,289,Monday,8,14,4,2025,80091,0,False,False,[],48,1,3711,15957,0.0006117964341007841,DS3,none,morning,False
3627472147523835793,reel,4.233,81,Wednesday,20,7,5,2025,80091,1,True,False,['soueunavida'],30165,101,285,1529128,0.3778904260100884,DS3,niche_only,evening,False
3795195052910703223_53918335025,reel,41.517,17,Thursday,6,25,12,2025,97649,0,False,False,[],32,8,301,1224,0.000409626216077829,DS3,none,morning,False
3597719600264674233,reel,20.0,23,Thursday,18,27,3,2025,80091,0,False,False,[],8,0,144,591,9.98851320980872e-05,DS3,none,evening,False
3595003240095641042,reel,5.0,1095,Monday,0,24,3,2025,80091,15,False,False,"['americanmade', 'cornholeboards', 'ncaa', 'football', 'tailgate', 'college', 'university', 'outdoor', 'america', 'americanmade', 'outdoor', 'games', 'mlbb', 'hendrickmotorsports', 'guyharvey']",2,0,11,163,2.49712830245218e-05,DS3,niche_only,night,False
3686055161901419570,reel,34.2,373,Sunday,16,27,7,2025,80091,7,True,False,"['prettygirlssweat', 'runner', 'wellnessjourney', 'music', 'nikerunclub', 'memphis', 'fitnessplaylist']",248,12,1728,4316,0.003246266793187834,DS3,niche_only,afternoon,True
